identifier	prefixed_short_name	short_name	sorting_order	parent_short_name	parent-XPath	Export_documentation	Export_example	example_explanation	usage_notes	export	children	depth	ordering	To Do	check	action	BDI Data URI	Q	ABCD 3 Label	documentation	abcd3_doc	documentation_corrected	content	content_corrected	Compared Vocabularies	example_value	collection	#_used_Biocase	recommended in OpenUp!	mandatory_recommended_concepts	replaced_by	replaces	added	date_modified	date_created	deprecated	removed	comment	version_history	change_to_2.1	comment_2.06_2.1	TDWG_Wiki_concept	group	subgroup	full_name	content_contains_documentation	recommended	reviewer	editorial_notes	notes_total	element_name	schema_documentation	repeatable	leaf	tdwg_export_type	restriction	restriction_detail	minOccurs	maxOccurs	cardinality	tdwgutil_repeatable	required	type	contains_doc
/DataSets/DataSet/Units/Unit/Identifications/Identification/Date/TimeOfDayEnd	abcd:Identification-TimeOfDayEnd	Identification-TimeOfDayEnd	420	Identification-Date	/DataSets/DataSet/Units/Unit/Identifications/Identification/Date	The time of day in decimal hours from midnight local time for the end of the unit identification event period.<br/><br/>Note that times are decimal hours: 13.5 represents 1:30 pm, not 1:05 pm, nor 1:50 pm.	13.5<br/><br/>04.25			true		8	1.1.7.1.14.1.8.8	Notes?	call for action	revise documentation / clarify / notes	https://wiki.bgbm.org/entity/Q343	Q343	TimeOfDayEnd	The time of day in hours from midnight for the end of the unit identification event period.	The time of day in hours from midnight for the end of a period.		Note that this element is not normally used in the context of an identification event.<br/><br/>The time of day in decimal hours from midnight local time for the end of the unit identification event period.<br/><br/>Note that times are decimal hours: 13.5 represents 1:30 pm, not 1:05 pm, nor 1:50 pm.			13.5<br/><br/>04.25	Identification							2005-09-09	2005-09-09							0390	Identification		End of unit identification (time of day)	false		Berendsohn 26 Jun 2005		Note that this element is not normally used in the context of an identification event.	TimeOfDayEnd	Time of day in hours from midnight for the end of a time period. This is also covered by ISODateTimeEnd, except in cases when the date is not known.	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	time	false
/DataSets/DataSet/Units/Unit/Identifications/Identification/Date/PeriodExplicit	abcd:Identification-PeriodExplicit	Identification-PeriodExplicit	421	Identification-Date	/DataSets/DataSet/Units/Unit/Identifications/Identification/Date	This is an indicator for the expliciteness of the unit identification event period.<br/><br/>This is set to 'true' if the unit identification event takes place for the period indicated. It is set to 'false' if it occurs at some point of time during the period, and is not filled if unknown or if no period is specified.	The execution of the unit identification event took exactly the time given as the period.<br/><br/>The unit identification event took place at some point during the period recorded here.<br/><br/>The exact timing and/or duration of the identification event is unknown or no period is specified.			true		8	1.1.7.1.14.1.8.9	documentation vs. example values 	call for action	revise documentation / clarify / notes / example	https://wiki.bgbm.org/entity/Q344	Q344	PeriodExplicit	This is an indicator for the expliciteness of the unit identification event period.	This is an indicator for the expliciteness of a period.	This is an indicator for the explicitness of the unit identification event period.	Note that this element is not normally used in the context of an identification event.<br/><br/>This is an indicator for the expliciteness of the unit identification event period.<br/><br/>This is set to 'True' if the unit identification event takes place for the period indicated. It is set to false if it occurs at some point of time during the period, and is not filled if unknown or if no period is specified.	Note that this element is not normally used in the context of an identification event. This is an indicator for the explicitness of the unit identification event period. This is set as 'True' if the unit identification event takes place for the period indicated. It is set as false if it occurs at some point of time during the period, and is not filled if unknown or if no period is specified.		The execution of the unit identification event took exactly the time given as the period.<br/><br/>The unit identification event took place at some point during the period recorded here.<br/><br/>The exact timing and/or duration of the identification event is unknown or no period is specified.	Identification							2005-09-09	2005-09-09							0391	Identification		Unit identification period is explicit	true		Berendsohn 26 Jun 2005		Note that this element is not normally used in the context of an identification event.	PeriodExplicit	Set to True if the event takes place for the period indicated, set to false if it occurs at some point of time during the period, not filled if unknown or no period specified.	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	boolean	false
/DataSets/DataSet/Units/Unit/Identifications/Identification/Method	abcd:Identification-Method	Identification-Method	422	Identification	/DataSets/DataSet/Units/Unit/Identifications/Identification	A description of the method by which the identification of the unit was obtained (e.g. details of molecular analysis or acoustical procedures).				true	Identification-Method-@language	7	1.1.7.1.14.1.9		Yes		https://wiki.bgbm.org/entity/Q345	Q345	Method	The method by which the identification of the unit was obtained.	Concept to describe a method followed to do something.		A description of the method by which the identification of the unit was obtained (e.g. details of molecular analysis or acoustical procedures).				Identification	1						2005-09-09	2005-09-09							0392	Identification		Unit identification method	false		Berendsohn 10 Apr 2005			Method	The method by which the identification was obtained, e.g. details of molecular analysis or acoustical procedures.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Identifications/Identification/Method/@language	abcd:Identification-Method-@language	Identification-Method-@language	423	Identification-Method	/DataSets/DataSet/Units/Unit/Identifications/Identification/Method	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		8	1.1.7.1.14.1.9.1				https://wiki.bgbm.org/entity/Q346	Q346		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Identification							2005-09-09	2005-09-09							0394	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Identifications/Identification/Notes	abcd:Identification-Notes	Identification-Notes	424	Identification	/DataSets/DataSet/Units/Unit/Identifications/Identification	Supplementary remarks about the unit identification.				true	Identification-Notes-@language	7	1.1.7.1.14.1.10		Yes		https://wiki.bgbm.org/entity/Q347	Q347	Notes	Supplementary remarks about the unit identification.	Supplementary remarks about a concept.		Supplementary remarks about the unit identification.				Identification	23						2005-09-09	2005-09-09							0395	Identification		Unit identification notes	true		Berendsohn 10 Apr 2005			Notes	Supplementary remarks about the identification.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Identifications/Identification/Notes/@language	abcd:Identification-Notes-@language	Identification-Notes-@language	425	Identification-Notes	/DataSets/DataSet/Units/Unit/Identifications/Identification/Notes	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		8	1.1.7.1.14.1.10.1				https://wiki.bgbm.org/entity/Q348	Q348		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Identification	1						2005-09-09	2005-09-09							0397	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Identifications/Identification/VerificationLevel	abcd:Identification-VerificationLevel	Identification-VerificationLevel	426	Identification	/DataSets/DataSet/Units/Unit/Identifications/Identification	The level to which the unit identification has been verified. Different standards may use different values here.				true		7	1.1.7.1.14.1.11	"ITF-2:
https://github.com/tdwg/prior-standards/tree/master/itf2
HISPID-3: http://plantnet.rbgsyd.nsw.gov.au/HISCOM/HISPID/HISPID3/H3.html
 ITF-2 and HISPID-3 recognise the following values:<br/><br/>empty - not known whether the name of the record has been verified by an authority<br/><br/>0 (zero) - the name of the record has not been checked by any authority<br/><br/>1 - the name of the record determined by comparison with other named plants<br/><br/>2 - the name of the record determined by a taxonomist or by other competent persons using herbarium and/or library and/or documented living material<br/><br/>3 - the name of the plant determined by taxonomist engaged in systematic revision of the group<br/><br/>4 - The record is part of type gathering or propagated from type material by asexual methods"	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q349	Q349	Identification-VerificationLevel	The level to which the unit identification has been verified. Different standards may use different values here.	The level to which the unit identification has been verified. Different standards may use different values here.		The level to which the unit identification has been verified. Different standards may use different values here. For example, ITF-2 and HISPID-3 recognise the following values:<br/><br/>empty - not known whether the name of the record has been verified by an authority<br/><br/>0 (zero) - the name of the record has not been checked by any authority<br/><br/>1 - the name of the record determined by comparison with other named plants<br/><br/>2 - the name of the record determined by a taxonomist or by other competent persons using herbarium and/or library and/or documented living material<br/><br/>3 - the name of the plant determined by taxonomist engaged in systematic revision of the group<br/><br/>4 - The record is part of type gathering or propagated from type material by asexual methods		ITF-2, HISPID-3		Identification	1						2005-09-09	2005-09-09							0398	Identification		Unit identification verification level	true		Berendsohn 10 Apr 2005			VerificationLevel	The level to which the identification has been verified. Different standards may use different values here. See ITF-2 for an example.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/Identifications/IdentificationHistory	abcd:IdentificationHistory	IdentificationHistory	427	Identifications	/DataSets/DataSet/Units/Unit/Identifications	The history of identifications for this unit (assigned identification results).<br/><br/>This is a free text field for use when extracting data from datasources where the identification or verification history (or part of it) is a free text field. <br/><br/>Under normal circumstances the history can be constructed by sorting identification events by date and reference to the preferred identification flag.				true		6	1.1.7.1.14.2		Yes		https://wiki.bgbm.org/entity/Q350	Q350	IdentificationHistory	The history of identifications for this unit (assigned identification results).	The history of identifications for this unit (assigned identification results).		The history of identifications for this unit (assigned identification results).<br/><br/>This is a free text field for use when extracting data from datasources where the identification or verification history (or part of it) is a free text field. <br/><br/>Under normal circumstances the history can be constructed by sorting identification events by date and reference to the preferred identification flag.				Identification	4						2005-09-09	2005-09-09							0399	Identification		Identification history	true		Berendsohn 10 Apr 2005			IdentificationHistory	This is a free text field for use when extracting data from data sources where the identification or verification history (or part of it) is a free text field. In normal circumstances the history can be constructed by sorting identification events by date and reference to the preferred identification flag	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/RecordBasis	abcd:RecordBasis	RecordBasis	428	Unit	/DataSets/DataSet/Units/Unit	A controlled vocabulary indicating what the unit record represents.				true		5	1.1.7.1.15	recommended = restriction; link to other concept	call for action	"revise controlled vocabulary (FossilSpecimen doubled), adopt to (according to an agreement in GFBIO): 
PreservedSpecimen
FossileSpecimen
LivingSpecimen
MineralSpecimen
HumanObservation
MachineObservation
AbsenceObservation
Literature 
DrawingOrPhotograph
MaterialSample
MultimediaObject
Unknown
OtherSpecimen"	https://wiki.bgbm.org/entity/Q713	Q713	RecordBasis	An indication of what the unit record describes.	An indication of what the unit record describes (controlled vocabulary).		A controlled vocabulary indicating what the unit record represents.<br/><br/>Note that the element {{{SourceReference}}} provides for the case that the record is based on a publication.				Unit	158	x	highly_recommended				2005-09-09	2005-09-09							0400	Meta	Basis	Basis of the unit record	false		Berendsohn 10 Apr 2005		Note that the element {{{SourceReference}}} provides for the case that the record is based on a publication.	RecordBasis	An indication of what the unit record describes. Note that the element SourceReference provides for the case that the record is based on a publication.	false	true	Property	PreservedSpecimen, LivingSpecimen, FossileSpecimen, FossilSpecimen, OtherSpecimen, HumanObservation, MachineObservation, DrawingOrPhotograph, MultimediaObject, AbsenceObservation	( enumeration=( PreservedSpecimen, LivingSpecimen, FossileSpecimen, FossilSpecimen, OtherSpecimen, HumanObservation, MachineObservation, DrawingOrPhotograph, MultimediaObject, AbsenceObservation, ))	0	1	0..1	False	False	RecordBasisEnum	false
/DataSets/DataSet/Units/Unit/KindOfUnit	abcd:KindOfUnit	KindOfUnit	429	Unit	/DataSets/DataSet/Units/Unit	Part(s), physical state, or class of materials represented by this specimen. 	whole organisms<br/><br/>antlers<br/><br/>bark<br/><br/>blood samples<br/><br/>bones<br/><br/>bulbs <br/><br/>claws<br/><br/>cocoons<br/><br/>DNA<br/><br/>eggs<br/><br/>extracts<br/><br/>feathers <br/><br/>feeding remains <br/><br/>fruits<br/><br/>galls <br/><br/>heads <br/><br/>hooves <br/><br/>horns <br/><br/>leaves <br/><br/>mixed <br/><br/>nests <br/><br/>pellets <br/><br/>pollen <br/><br/>roots <br/><br/>seeds <br/><br/>shells <br/><br/>skins <br/><br/>spores<br/><br/>teeth<br/><br/>wood <br/><br/>other			true	KindOfUnit-@language	5	1.1.7.1.16		Yes		https://wiki.bgbm.org/entity/Q1769	Q1769	KindOfUnit	Part(s), physical state, or class of materials represented by this specimen.	Part(s), physical state, or class of materials represented by this unit.		Part(s), physical state, or class of materials represented by this specimen. Note that sex, stages etc. should normally be recorded using the respective elements, but may also end up here if the source database mixes them with other data.			whole organisms<br/><br/>antlers<br/><br/>bark<br/><br/>blood samples<br/><br/>bones<br/><br/>bulbs <br/><br/>claws<br/><br/>cocoons<br/><br/>DNA<br/><br/>eggs<br/><br/>extracts<br/><br/>feathers <br/><br/>feeding remains <br/><br/>fruits<br/><br/>galls <br/><br/>heads <br/><br/>hooves <br/><br/>horns <br/><br/>leaves <br/><br/>mixed <br/><br/>nests <br/><br/>pellets <br/><br/>pollen <br/><br/>roots <br/><br/>seeds <br/><br/>shells <br/><br/>skins <br/><br/>spores<br/><br/>teeth<br/><br/>wood <br/><br/>other	Unit	83	x	commonly_used				2005-09-09	2005-09-09							0401	Meta	Basis	Unit material	true		Berendsohn 10 Apr 2005		Note that sex, stages etc. should normally be recorded using the respective elements, but may also end up here if the source database mixes them with other data.	KindOfUnit	Part(s) of organism or class of materials represented by this unit, e.g. herbarium sheet, leaf, muscle, leg, blood, whole organism, skin	true	true	Property			0	unbounded	0..n	True	False	StringL	false
/DataSets/DataSet/Units/Unit/KindOfUnit/@language	abcd:KindOfUnit-@language	KindOfUnit-@language	430	KindOfUnit	/DataSets/DataSet/Units/Unit/KindOfUnit	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		6	1.1.7.1.16.1				https://wiki.bgbm.org/entity/Q1770	Q1770		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Unit	49						2005-09-09	2005-09-09							0403	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/SampleType	abcd:SampleType	SampleType	431	Unit	/DataSets/DataSet/Units/Unit	Category of material represented by this unit, e.g. DNA, RNA, tissue.				true	SampleType-@language	5	1.1.7.1.17		Yes		https://wiki.bgbm.org/entity/Q1875	Q1875	Sample Type		Category of material represented by this unit, e.g. DNA, RNA, tissue.						Unit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					SampleType	Category of material represented by this unit, e.g. DNA, RNA, tissue.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/SampleType/@language	abcd:SampleType-@language	SampleType-@language	432	SampleType	/DataSets/DataSet/Units/Unit/SampleType	The language of the text in the element carrying this attribute, according to RFC 3066.			"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		6	1.1.7.1.17.1				https://wiki.bgbm.org/entity/Q1876	Q1876									Unit						added in 2.06f	2014-03-10	2014-03-10				added in 2.06f							true					language		false	true	Property			0		0..1	False	False		false
/DataSets/DataSet/Units/Unit/SpecimenUnit	abcd:SpecimenUnit	SpecimenUnit	433	Unit	/DataSets/DataSet/Units/Unit	A Unit subtype containing data elements specific to physical specimens (living, fossil, or preserved).				true	SpecimenUnit-Owner|SpecimenUnit-LoanRestrictions|SpecimenUnit-Acquisition|SpecimenUnit-Accessions|SpecimenUnit-Preparations|SpecimenUnit-Preservations|SpecimenUnit-Marks|SpecimenUnit-History|SpecimenUnit-NomenclaturalTypeDesignations|SpecimenUnit-DuplicatesDistributedTo|SpecimenUnit-Disposition	5	1.1.7.1.18		Yes		https://wiki.bgbm.org/entity/Q425	Q425	Specimen Unit	A Unit subtype containing data elements specific to physical specimens (living, fossil, or preserved).	A Unit subtype containing data elements specific to physical specimens (living, fossil, or preserved).		A Unit subtype containing data elements specific to physical specimens (living, fossil, or preserved).				SpecimenUnit							2005-09-09	2005-09-09							0404	Container	Structural		true		Berendsohn 10 Apr 2005			SpecimenUnit	A Unit subtype containing data elements specific to specimens (living, fossil, or preserved).	false	false	Class			1	1	1..1	False	True		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner	abcd:SpecimenUnit-Owner	SpecimenUnit-Owner	434	SpecimenUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit	The legal owner or the representative of the owner of the physical specimen. <br/><br/>In the case of permanent loans, this is normally the institution holding the specimen (i.e. not the legal owner), with its {{{Role}}} indicated in the respective element of the contact type. In that case, the actual owner is then registered under {{{Acquisition/AcquiredFrom}}}, with the {{{Role}}} of the owner specified in the respective element there.				true	SpecimenUnit-Owner-Organisation|SpecimenUnit-Owner-Person|SpecimenUnit-Owner-Roles|SpecimenUnit-Owner-Addresses|SpecimenUnit-Owner-TelephoneNumbers|SpecimenUnit-Owner-EmailAddresses|SpecimenUnit-Owner-URIs|SpecimenUnit-Owner-LogoURI	6	1.1.7.1.18.1	links to other concepts	call for action	links	https://wiki.bgbm.org/entity/Q417	Q417	Contact	The legal owner of the physical specimen or their representative.	A concept to bundle contact information.		The legal owner or the representative of the owner of the physical specimen. <br/><br/>In the case of permanent loans, this is normally the institution holding the specimen (i.e. not the legal owner), with its {{{Role}}} indicated in the respective element of the contact type. In that case, the actual owner is then registered under {{{Acquisition/AcquiredFrom}}}, with the {{{Role}}} of the owner specified in the respective element there.				SpecimenUnit							2005-09-09	2005-09-09							0405	Meta	IPRS	Specimen owner or holder	false		Berendsohn 12 Apr 2005			Owner	The legal owner or holder of the physical specimen	false	false	Class			0	1	0..1	False	False	Contact	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation	abcd:SpecimenUnit-Owner-Organisation	SpecimenUnit-Owner-Organisation	435	SpecimenUnit-Owner	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner	Organisation acting as or representing the legal owner of the specimen.				true	SpecimenUnit-Owner-OrganisationGUID|SpecimenUnit-Owner-Organisation-Name|SpecimenUnit-Owner-Organisation-OrgUnits	7	1.1.7.1.18.1.1		Yes		https://wiki.bgbm.org/entity/Q126	Q126	Organisation	Organization acting as or representing the legal owner of the specimen.	Concept to describe an organisation.		Organization acting as or representing the legal owner of the specimen.				SpecimenUnit							2005-09-09	2005-09-09							0406	Agent		Specimen owner organisation	true		Berendsohn 10 Apr 2005			Organisation	Organisation to contact	false	false	Class			0	1	0..1	False	False	Organisation	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/OrganisationGUID	abcd:SpecimenUnit-Owner-OrganisationGUID	SpecimenUnit-Owner-OrganisationGUID	436	SpecimenUnit-Owner-Organisation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation	A globally unique identifier for the organisation.				true		8	1.1.7.1.18.1.1.1				https://wiki.bgbm.org/entity/Q127	Q127	GUID		The unique reference number GUID (global unique identifier) of an organisation.				GUID		SpecimenUnit						added in 2.06b	2007-06-13	2007-06-13			documented in the changes for 2.06a (http://wiki.tdwg.org/twiki/bin/view/ABCD/SchemaChangesVersion206) but it was actually in 2.96b	added in 2.06b							true					OrganisationGUID	A globally unique identifier for the organisation or organisational unit	false	true	Property		( whiteSpace=preserve, )	0	1	0..1	False	False	string	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name	abcd:SpecimenUnit-Owner-Organisation-Name	SpecimenUnit-Owner-Organisation-Name	437	SpecimenUnit-Owner-Organisation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation	A container element for several language-specific representations of the full organisation or corporate name for the specimen owner (en: 'Botanical Garden of ...', de: 'Botanischer Garten von ...'). (vCard: Org.Org-Name). <br/><br/>The Label mechanism also supports acronyms/abbreviations (no vCard equivalent!).				true	SpecimenUnit-Owner-Organisation-Representation	8	1.1.7.1.18.1.1.2	vCard?	call for action	reference	https://wiki.bgbm.org/entity/Q131	Q131	Name	A container element for several language-specific representations of the full organisation or corporate name for the specimen owner.	Label text in a specific language representing the organisation.		A container element for several language-specific representations of the full organisation or corporate name for the specimen owner (en: 'Botanical Garden of ...', de: 'Botanischer Garten von ...'). (vCard: Org.Org-Name). <br/><br/>The Label mechanism also supports acronyms/abbreviations (no vCard equivalent!).		vCard: Org.Org-Name		SpecimenUnit							2005-09-09	2005-09-09							0407	Container	Repeatable		false		Berendsohn 10 Apr 2005			Name	Full organization or corporate name in multiple languages (en: 'Botanical Garden of ...', de: 'Botanischer Garten von ...'). (vCard:Org.OrgName). The Label mechanism also supports acronyms / abbreviations (no vCard equivalent!).	false	false	Class			1	1	1..1	False	True	Label	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name/Representation	abcd:SpecimenUnit-Owner-Organisation-Representation	SpecimenUnit-Owner-Organisation-Representation	438	SpecimenUnit-Owner-Organisation-Name	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name	A language-specific label representation of the organisation name of the specimen owner. The attribute @language lets you specify the language, the Representation mechanism makes it possible to ensure that only one name per language is specified.				true	SpecimenUnit-Owner-Organisation-Representation-@language|SpecimenUnit-Owner-Organisation-Text|SpecimenUnit-Owner-Organisation-Abbreviation	9	1.1.7.1.18.1.1.2.1		Yes		https://wiki.bgbm.org/entity/Q430	Q430		A language-specific label representation of the organisation name of the specimen owner.			A language-specific label representation of the organisation name of the specimen owner. The attribute @language lets you specify the language, the Representation mechanism makes it possible to ensure that only one name per language is specified.				SpecimenUnit							2005-09-09	2005-09-09							0408	Technical			true		Berendsohn 25 May 2005			Representation	Language-specific label representation [ATTR: language]	true	false	Class			1	unbounded	1..n	True	True		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name/Representation/@language	abcd:SpecimenUnit-Owner-Organisation-Representation-@language	SpecimenUnit-Owner-Organisation-Representation-@language	439	SpecimenUnit-Owner-Organisation-Representation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name/Representation	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		10	1.1.7.1.18.1.1.2.1.1				https://wiki.bgbm.org/entity/Q431	Q431		Language representation			The language of the element contained in the representation. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	SpecimenUnit	16						2005-09-09	2005-09-09							1504	Technical		Language	false	XML type xs:language. According to [http://www.w3.org/TR/xmlschema-2/], recommended values are defined by the following reference:<br/>H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995.<br/>Available at: http://www.ietf.org/rfc/rfc3066.txt.	Berendsohn 25 May 2005			language		false	true	Property			1		1..1	False	True		true
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name/Representation/Text	abcd:SpecimenUnit-Owner-Organisation-Text	SpecimenUnit-Owner-Organisation-Text	440	SpecimenUnit-Owner-Organisation-Representation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name/Representation	Label text in a specific language representing the organisation of the legal owner of the specimen.				true		10	1.1.7.1.18.1.1.2.1.2		Yes		https://wiki.bgbm.org/entity/Q131	Q131	Organisation-Name	Label text in a specific language representing the organisation of the legal owner of the specimen.	Label text in a specific language representing the organisation.		Label text in a specific language representing the organisation of the legal owner of the specimen.				SpecimenUnit	17						2005-09-09	2005-09-09							0409	Agent		Owner of specimen (organisation name)	true					Text	Label text in a specific language.	false	true	Property		( minLength=1,  maxLength=255,  whiteSpace=collapse, )	1	1	1..1	False	True	String255	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name/Representation/Abbreviation	abcd:SpecimenUnit-Owner-Organisation-Abbreviation	SpecimenUnit-Owner-Organisation-Abbreviation	441	SpecimenUnit-Owner-Organisation-Representation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/Name/Representation	Label abbreviation representing the organisation acting as or representing the legal owner of the specimen.<br/><br/>Restricted to 50 characters maximum length, including blanks (shorter recommended!). <br/><br/>Label abbreviations are especially important when displaying information in a tabular format.				true		10	1.1.7.1.18.1.1.2.1.3		Yes		https://wiki.bgbm.org/entity/Q132	Q132	Organisation-Abbreviation	Label abbreviation representing the organisation acting as or representing the legal owner of the specimen.	Label abbreviation representing an organisation.		Label abbreviation representing the organisation acting as or representing the legal owner of the specimen.<br/><br/>Restricted to 50 characters maximum length, including blanks (shorter recommended!). <br/><br/>Label abbreviations are especially important when displaying information in a tabular format.				SpecimenUnit	1						2005-09-09	2005-09-09							0410	Agent		Owner of specimen (organisation code)	true					Abbreviation	Restricted to 50 characters maximum length, including blanks (recommended to be shorter!). Label abbreviations are especially important when displaying information in a tabular format.	false	true	Property		( minLength=1,  maxLength=50,  whiteSpace=collapse, )	0	1	0..1	False	False	String50	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/OrgUnits	abcd:SpecimenUnit-Owner-Organisation-OrgUnits	SpecimenUnit-Owner-Organisation-OrgUnits	442	SpecimenUnit-Owner-Organisation	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation	A container element for several organisation units that the specimen owner represents or to which the specimen owner may belong. (vCard: Org-Unit)				true	SpecimenUnit-Owner-Organisation-OrgUnit	8	1.1.7.1.18.1.1.3	vCard?	call for action	reference	https://wiki.bgbm.org/entity/Q434	Q434		A container element for several organisation units that the specimen owner represents or to which the specimen owner may belong.			A container element for several organisation units that the specimen owner represents or to which the specimen owner may belong. (vCard: Org-Unit)		vCard: Org-Unit		SpecimenUnit							2005-09-09	2005-09-09							0411	Container			true					OrgUnits	If the contact contains no person definition: the unit within the organization the agent represents; else a list of the various organisational units to which a person may belong. (vCard:OrgUnit)	false	false	Class			0	1	0..1	False	False		false
/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/OrgUnits/OrgUnit	abcd:SpecimenUnit-Owner-Organisation-OrgUnit	SpecimenUnit-Owner-Organisation-OrgUnit	443	SpecimenUnit-Owner-Organisation-OrgUnits	/DataSets/DataSet/Units/Unit/SpecimenUnit/Owner/Organisation/OrgUnits	The organisational unit or subdivision with the organization, e.g. a department or working group.				true	SpecimenUnit-Owner-Organisation-OrgUnit-@language	9	1.1.7.1.18.1.1.3.1	add documentation; vCard:OrgUnit	call for action	add documentation / reference	https://wiki.bgbm.org/entity/Q134	Q134	Organisational Unit		Concept to describe a organisational unit of an organisation.				vCard: Org-Unit		SpecimenUnit							2005-09-09	2005-09-09							0412	Agent			true					OrgUnit	(vCard:OrgUnit)	true	true	Property			1	unbounded	1..n	True	True	StringL	false
